src,Unnamed: 0,path,query,alt
https://freerangestock.com/sample/125410/older-hands-on-piano.jpg,[1048],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man with jazz hands/photoofmanwithjazzhands1.jpeg,['photo of man with jazz hands'],['Free Stock Photo of Older hands on Piano | Download Free Images and Free  Illustrations']
https://freerangestock.com/sample/129246/hands-with-bangles-.jpg,[965],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man holding palms out/photoofmanholdingpalmsout8.jpeg,['photo of man holding palms out'],['Free Stock Photo of Hands with bangles | Download Free Images and Free  Illustrations']
https://freerangestock.com/sample/130316/woman-praying-with-folded-hands-.jpg,[880],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/woman with prayer hands/womanwithprayerhands1.jpeg,['woman with prayer hands'],['Free Stock Photo of Woman praying with folded hands | Download Free Images  and Free Illustrations']
https://freerangestock.com/sample/130376/thumbs-up-.jpg,[198],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of thumbs up/photoofthumbsup8.jpeg,['photo of thumbs up'],['Free Stock Photo of Thumbs Up | Download Free Images and Free Illustrations']
https://freerangestock.com/sample/131235/praying-with-bible-.jpg,[882],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/woman with prayer hands/womanwithprayerhands3.jpeg,['woman with prayer hands'],['Free Stock Photo of Praying with Bible | Download Free Images and Free  Illustrations']
https://freerangestock.com/sample/132227/woman-and-wedding-ring-.jpg,[1098],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of woman showing hand/photoofwomanshowinghand8.jpeg,['photo of woman showing hand'],['Free Stock Photo of Woman and Wedding Ring | Download Free Images and Free  Illustrations']
https://freerangestock.com/sample/132301/man-praying-in-church-.jpg,[701],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/man with prayer hands/manwithprayerhands0.jpeg,['man with prayer hands'],['Free Stock Photo of Man Praying in Church | Download Free Images and Free  Illustrations']
https://freerangestock.com/sample/135509/a-young-woman-at-the-beach-hand-drawing-a-heart-in-the-sand.jpg,[1615],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of woman with hand heart/drawingofwomanwithhandheart0.jpeg,['drawing of woman with hand heart'],['Free Stock Photo of A young woman at the beach hand drawing a heart in the  sand | Download Free Images and Free Illustrations']
https://freerangestock.com/sample/136434/a-business-person-showing-thumbs-up-sign.jpg,[34],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/thumbs up/thumbsup4.jpeg,['thumbs up'],['Free Stock Photo of A business person showing thumbs up sign | Download  Free Images and Free Illustrations']
https://freerangestock.com/sample/142082/young-man-hands-fastening-buttons-on-shirt-sleeve.jpg,[545],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/man showing hands/manshowinghands8.jpeg,['man showing hands'],['Free Stock Photo of Young man hands fastening buttons on shirt sleeve |  Download Free Images and Free Illustrations']
https://freerangestock.com/sample/142117/folded-hands.jpg,[85],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/clasped hands/claspedhands2.jpeg,['clasped hands'],['Free Stock Photo of Folded hands | Download Free Images and Free  Illustrations']
https://freerangestock.com/sample/143329/couple-holding-hands.jpg,[710],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/man with clasped hands/manwithclaspedhands3.jpeg,['man with clasped hands'],['Free Stock Photo of Couple holding hands | Download Free Images and Free  Illustrations']
https://freerangestock.com/sample/87948/couple-holding-hands.jpg,[714],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/man with clasped hands/manwithclaspedhands8.jpeg,['man with clasped hands'],['Free Stock Photo of Couple Holding Hands | Download Free Images and Free  Illustrations']
https://freerangestock.com/sample/88419/married-couple-holding-hands.jpg,[158],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/holding hands/holdinghands5.jpeg,['holding hands'],['Free Stock Photo of Married Couple Holding Hands | Download Free Images and  Free Illustrations']
https://i1.pickpik.com/photos/167/454/452/body-hand-detail-preview.jpg,[962],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man holding palms out/photoofmanholdingpalmsout5.jpeg,['photo of man holding palms out'],['Royalty-Free photo: Left human palm | PickPik']
https://i1.pickpik.com/photos/223/744/935/clasped-hands-comfort-hands-people-preview.jpg,[83],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/clasped hands/claspedhands0.jpeg,['clasped hands'],"[""Royalty-Free photo: Person holding person's right hand | PickPik""]"
https://i1.pickpik.com/photos/423/347/695/drawing-ballerina-dance-pencil-preview.jpg,[442],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of clasped hands/drawingofclaspedhands8.jpeg,['drawing of clasped hands'],['Royalty-Free photo: Drawing hand | PickPik']
https://i1.pickpik.com/photos/479/632/869/hand-advice-client-hand-shaking-preview.jpg,[935],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man giving handshake/photoofmangivinghandshake7.jpeg,['photo of man giving handshake'],['Royalty-Free photo: Man wearing black coat | PickPik']
https://i1.pickpik.com/photos/510/938/349/hand-photography-palm-finger-preview.jpg,[800],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/woman showing three fingers/womanshowingthreefingers7.jpeg,['woman showing three fingers'],['348 Royalty-Free Human finger Photos | PickPik']
https://i1.pickpik.com/photos/59/635/826/fight-fist-hand-man-preview.jpg,[992],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing four fingers/photoofmanshowingfourfingers9.jpeg,['photo of man showing four fingers'],['Royalty-Free photo: Left Fist | PickPik']
https://i1.pickpik.com/photos/78/252/52/handshake-hand-give-business-preview.jpg,[551],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/man showing hand/manshowinghand5.jpeg,['man showing hand'],"[""Royalty-Free photo: Selective focus photo of man's hand | PickPik""]"
https://i2.pickpik.com/photos/101/677/253/thumb-up-like-sign-hand-preview.jpg,[470],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of okay hand gesture/drawingofokayhandgesture8.jpeg,['drawing of okay hand gesture'],['Royalty-Free photo: Right human hand | PickPik']
https://i2.pickpik.com/photos/12/734/382/horror-creepy-night-spooky-preview.jpg,[246],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of five fingers/photooffivefingers3.jpeg,['photo of five fingers'],['Royalty-Free photo: Boy showing five fingers | PickPik']
https://i2.pickpik.com/photos/132/622/331/woman-poses-e-learning-female-preview.jpg,[747],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/woman giving thumbs down/womangivingthumbsdown2.jpeg,['woman giving thumbs down'],['Royalty-Free photo: Woman wearing white pearl bib necklace and blue  chambray button-up long-sleeved top | PickPik']
https://i2.pickpik.com/photos/132/690/537/girl-lady-hand-rosary-preview.jpg,[1299],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of woman with prayer hands/photoofwomanwithprayerhands6.jpeg,['photo of woman with prayer hands'],['Royalty-Free photo: Silhouette of woman with her hands together in front of  her face | PickPik']
https://i2.pickpik.com/photos/215/491/802/hands-finger-love-heart-preview.jpg,[1626],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of woman with hand heart/drawingofwomanwithhandheart9.jpeg,['drawing of woman with hand heart'],['Royalty-Free photo: Pair of hand forming a heart | PickPik']
https://i2.pickpik.com/photos/380/911/668/homeless-man-poverty-male-preview.jpg,[923],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing hand/photoofmanshowinghand9.jpeg,['photo of man showing hand'],['Royalty-Free photo: Grayscale photo man wearing hooded jacket with right hand  showing hand sign | PickPik']
https://i2.pickpik.com/photos/449/82/465/hand-photography-palm-finger-preview.jpg,[215],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of palms out/photoofpalmsout9.jpeg,['photo of palms out'],"['Royalty-Free photo: Palm, hands, dirty, hand | PickPik']"
https://i2.pickpik.com/photos/452/291/611/stop-fear-violence-against-refugees-abuse-preview.jpg,[584],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/man holding fist/manholdingfist1.jpeg,['man holding fist'],['Royalty-Free photo: Human fist with black background | PickPik']
https://i2.pickpik.com/photos/540/785/130/handshake-hands-welcome-farewell-preview.jpg,[1349],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of man giving handshake/drawingofmangivinghandshake7.jpeg,['drawing of man giving handshake'],['Royalty-Free photo: Two people handshaking | PickPik']
https://i2.pickpik.com/photos/608/209/234/hand-thumb-up-sign-preview.jpg,[195],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of thumbs up/photoofthumbsup4.jpeg,['photo of thumbs up'],"[""Royalty-Free photo: Person's left hand doing hand gesture | PickPik""]"
https://i2.pickpik.com/photos/685/245/114/bangles-contrast-hands-india-preview.jpg,[902],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/photo of man showing hands/photoofmanshowinghands5.jpeg,['photo of man showing hands'],['Royalty-Free photo: Person showing hands | PickPik']
https://i2.pickpik.com/photos/762/414/442/decide-people-man-portrait-preview.jpg,[593],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/man showing one finger/manshowingonefinger1.jpeg,['man showing one finger'],['Royalty-Free photo: Man pointing index finger | PickPik']
https://i2.pickpik.com/photos/903/548/890/thumb-up-best-thumb-hand-preview.jpg,[604],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/man showing two fingers/manshowingtwofingers6.jpeg,['man showing two fingers'],"[""Royalty-Free photo: Person's hand showing peace sign | PickPik""]"
"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/045656e1-2048-4b39-9f99-ea5eb41d9651/dfqq4zn-56ab96b3-094f-4976-ae6e-79fe47ccd4eb.jpg/v1/fill/w_1280,h_1280,q_75,strp/the_rosebearer__an_elven_fantasy_by_fiulo_dfqq4zn-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9MTI4MCIsInBhdGgiOiJcL2ZcLzA0NTY1NmUxLTIwNDgtNGIzOS05Zjk5LWVhNWViNDFkOTY1MVwvZGZxcTR6bi01NmFiOTZiMy0wOTRmLTQ5NzYtYWU2ZS03OWZlNDdjY2Q0ZWIuanBnIiwid2lkdGgiOiI8PTEyODAifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6aW1hZ2Uub3BlcmF0aW9ucyJdfQ.f9hviw49w1Ml6gGdjn_4cBhZndc_dOX3a89I8EY94pc",[805],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/woman beckoning with hand/womanbeckoningwithhand1.jpeg,['woman beckoning with hand'],['The Rosebearer: An Elven Fantasy by Fiulo on DeviantArt']
"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/045656e1-2048-4b39-9f99-ea5eb41d9651/dfqq53p-8d2cbcfa-bd9f-4a63-9fd8-63841aac8c89.jpg/v1/fill/w_1280,h_1280,q_75,strp/eternal_youth__the_fairy_queen_s_magic_by_fiulo_dfqq53p-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9MTI4MCIsInBhdGgiOiJcL2ZcLzA0NTY1NmUxLTIwNDgtNGIzOS05Zjk5LWVhNWViNDFkOTY1MVwvZGZxcTUzcC04ZDJjYmNmYS1iZDlmLTRhNjMtOWZkOC02Mzg0MWFhYzhjODkuanBnIiwid2lkdGgiOiI8PTEyODAifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6aW1hZ2Uub3BlcmF0aW9ucyJdfQ.MaBqqy0fKWCBoZGAls2RLpqbNNstoxe7RiohwAfoJ2M",[806],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/woman beckoning with hand/womanbeckoningwithhand2.jpeg,['woman beckoning with hand'],"[""Eternal Youth: The Fairy Queen's Magic by Fiulo on DeviantArt""]"
https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/060c5b2a-d29c-4413-a193-8ea0726072c5/dd74gga-510ea6d9-a0a0-43ca-a48c-249851cec33c.png?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzA2MGM1YjJhLWQyOWMtNDQxMy1hMTkzLThlYTA3MjYwNzJjNVwvZGQ3NGdnYS01MTBlYTZkOS1hMGEwLTQzY2EtYTQ4Yy0yNDk4NTFjZWMzM2MucG5nIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.E9eRHkkxl8zS4FEG8bdfy2PbyhTP9dNLdM1_q9pzrrM,[473],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of hands/drawingofhands1.png,['drawing of hands'],['Sketchdump may 2019 [Both hands] by DamaiMikaz on DeviantArt']
"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/0781db45-25c7-4999-989a-d272b7da3187/densvg9-9623a5f3-4749-4d58-80cc-e81f76145994.png/v1/fill/w_1280,h_2275,q_80,strp/blue_guardian_vetala_by_xardax2000_densvg9-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9MjI3NSIsInBhdGgiOiJcL2ZcLzA3ODFkYjQ1LTI1YzctNDk5OS05ODlhLWQyNzJiN2RhMzE4N1wvZGVuc3ZnOS05NjIzYTVmMy00NzQ5LTRkNTgtODBjYy1lODFmNzYxNDU5OTQucG5nIiwid2lkdGgiOiI8PTEyODAifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6aW1hZ2Uub3BlcmF0aW9ucyJdfQ.8Rh9ShBhMqEk7_JWsRJshmf0aOrhM_WiF01GnbxQTWs",[858],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/woman giving horn sign/womangivinghornsign8.jpeg,['woman giving horn sign'],['Blue Guardian Vetala by xardax2000 on DeviantArt']
https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/0fc5e92f-c437-4b50-abaa-783e1fb19093/d3kflfm-64208d8a-124b-4ff1-bf60-28dba58e496c.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzBmYzVlOTJmLWM0MzctNGI1MC1hYmFhLTc4M2UxZmIxOTA5M1wvZDNrZmxmbS02NDIwOGQ4YS0xMjRiLTRmZjEtYmY2MC0yOGRiYTU4ZTQ5NmMuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.dcpLGeanTSW8eN7c-ptZptwIW9-fWxZbDHnH3WX9irI,[477],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of hands/drawingofhands5.jpeg,['drawing of hands'],['Hands sketch - Practicing by Pearlpencil on DeviantArt']
https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/1bbaa80f-485f-4ea1-93a8-993d30ac4549/d6mk5lh-68633011-244d-4b52-a603-ab9768a3e4a9.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzFiYmFhODBmLTQ4NWYtNGVhMS05M2E4LTk5M2QzMGFjNDU0OVwvZDZtazVsaC02ODYzMzAxMS0yNDRkLTRiNTItYTYwMy1hYjk3NjhhM2U0YTkuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.uVBW_5Hn3QB-rrCyzJD9RrLOcxFSQlLEZis4ZUXQfdc,[1610],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of woman giving horn sign/drawingofwomangivinghornsign5.jpeg,['drawing of woman giving horn sign'],['A smiling girl by Thubakabra on DeviantArt']
"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/3c403145-b0e3-41c2-90b7-cb91f43bd7d2/dd76myc-2546d7ed-838d-4a53-bccf-49376b48893d.jpg/v1/fill/w_1280,h_937,q_75,strp/drawing_hand___training_by_lissou_drawing_dd76myc-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9OTM3IiwicGF0aCI6IlwvZlwvM2M0MDMxNDUtYjBlMy00MWMyLTkwYjctY2I5MWY0M2JkN2QyXC9kZDc2bXljLTI1NDZkN2VkLTgzOGQtNGE1My1iY2NmLTQ5Mzc2YjQ4ODkzZC5qcGciLCJ3aWR0aCI6Ijw9MTI4MCJ9XV0sImF1ZCI6WyJ1cm46c2VydmljZTppbWFnZS5vcGVyYXRpb25zIl19.X0hqIrFn7YF3PIXziBHab8HG1HCGKrLiPYjPIK4nH5k",[479],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of hands/drawingofhands7.jpeg,['drawing of hands'],['Drawing hand - training by Lissou-drawing on DeviantArt']
"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/430a8836-8503-470e-98a7-8ef58a815cc7/dfytdg9-d3c0b9ec-2201-4f31-a15f-9efd4e7ffb99.jpg/v1/fill/w_1280,h_2143,q_75,strp/thumbs_down_by_lobitadluna_dfytdg9-fullview.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzQzMGE4ODM2LTg1MDMtNDcwZS05OGE3LThlZjU4YTgxNWNjN1wvZGZ5dGRnOS1kM2MwYjllYy0yMjAxLTRmMzEtYTE1Zi05ZWZkNGU3ZmZiOTkuanBnIiwiaGVpZ2h0IjoiPD0yMTQzIiwid2lkdGgiOiI8PTEyODAifV1dLCJhdWQiOlsidXJuOnNlcnZpY2U6aW1hZ2Uud2F0ZXJtYXJrIl0sIndtayI6eyJwYXRoIjoiXC93bVwvNDMwYTg4MzYtODUwMy00NzBlLTk4YTctOGVmNThhODE1Y2M3XC9sb2JpdGFkbHVuYS00LnBuZyIsIm9wYWNpdHkiOjk1LCJwcm9wb3J0aW9ucyI6MC40NSwiZ3Jhdml0eSI6ImNlbnRlciJ9fQ.NP4zTaTL_o9sc95Eb7no0TL0IS9Qt-aQtfjC9y88LgE",[1496],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/drawing of woman giving thumbs up/drawingofwomangivingthumbsup1.jpeg,['drawing of woman giving thumbs up'],['Thumbs Down by LobitaDLuna on DeviantArt']
"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/47d382cf-6dc7-4e1d-a02b-6e5aa6172908/d4yn6l3-b90b90a1-0840-4e66-baf9-04974307c53f.png/v1/fill/w_900,h_798/male_hand_stock_pose_3_cupped_hands_by_viktoria_lyn_d4yn6l3-fullview.png?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9Nzk4IiwicGF0aCI6IlwvZlwvNDdkMzgyY2YtNmRjNy00ZTFkLWEwMmItNmU1YWE2MTcyOTA4XC9kNHluNmwzLWI5MGI5MGExLTA4NDAtNGU2Ni1iYWY5LTA0OTc0MzA3YzUzZi5wbmciLCJ3aWR0aCI6Ijw9OTAwIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmltYWdlLm9wZXJhdGlvbnMiXX0.vUtpWbUKwTxWEYfv4J5LaKnokFtV39LBXiTYK70X_k4",[22],/Users/matthewhayes/Documents/CS236 Deep Generative Models/Project/Google-Image-Scraper/creativecommons/palms out/palmsout8.png,['palms out'],['Male Hand Stock Pose 3-Cupped Hands by Viktoria-Lyn on DeviantArt']
